派案單號,案件序號,案件來源,專案名稱,業者名稱,業者主業別,業者次業別,行政區,地址,地址備註,稽查日期,表單名稱,稽查結果代碼,稽查結果,FORM_LOG_ID,最後更新日期,CR_DATETIME,UP_DATETIME
A107080800254,63,專案,團體膳食衛生輔導計畫-工廠,遠冠股份有限公司中和廠,食品工廠,水產及加工品,中和區,連城路222巷2弄2號1-2樓,,20180423,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00063-1-GHP,51:55.5,24:27.6,NULL
A107080800254,64,專案,團體膳食衛生輔導計畫-工廠,唯意食品企業有限公司,食品工廠,肉及加工品,三芝區,四棧橋53之10號,,20180410,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00064-1-GHP,14:21.3,24:27.6,NULL
A107080800254,65,專案,團體膳食衛生輔導計畫-工廠,台新食品有限公司,食品工廠,肉及加工品,土城區,亞洲路53巷3弄12號,,20180420,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00065-1-GHP,57:01.0,24:27.6,NULL
A107080800254,66,專案,團體膳食衛生輔導計畫-工廠,志遠食品廠,食品工廠,水產及加工品,五股區,五權八路39之1號,,20180420,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00066-1-GHP,59:15.5,24:27.6,NULL
A107080800254,67,專案,團體膳食衛生輔導計畫-工廠,高坑有限公司(樹林廠),食品工廠,肉及加工品,樹林區,中華路379巷19弄1號2樓,2、3、4,20180426,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00067-1-GHP,21:45.1,24:27.6,NULL
A107080800254,68,專案,團體膳食衛生輔導計畫-工廠,富信大飯店股份有限公司,餐飲業,宴席餐廳(20桌以上),汐止區,大同路1段128號,,20180430,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00068-1-GHP,20:43.1,24:27.6,NULL
A107080800254,69,專案,團體膳食衛生輔導計畫-工廠,唯力香食品有限公司,食品工廠,肉及加工品,三峽區,"嘉添181之32號1,3樓",,20180503,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00069-1-GHP,42:57.7,24:27.6,NULL
A107080800254,70,專案,團體膳食衛生輔導計畫-工廠,板橋凱撒大飯店-家宴中餐廳,餐飲業,一般餐廳,板橋區,縣民大道2段8號3樓,新北市板橋區縣民大道2段8號,20180402,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00070-1-GHP,01:10.2,24:27.6,NULL
A107080800254,71,專案,團體膳食衛生輔導計畫-工廠,旺來旺食品股份有限公司,食品工廠,水產及加工品,新莊區,新樹路67巷40弄3號1樓,,20180423,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00071-1-GHP,09:59.9,24:27.6,NULL
A107080800254,72,專案,團體膳食衛生輔導計畫-工廠,亞多夢股份有限公司,食品工廠,其他食品製造業,三重區,中正北路508巷77號1樓,,20180417,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00072-1-GHP,43:27.2,24:27.6,NULL
A107080800254,73,專案,團體膳食衛生輔導計畫-工廠,裕昌肉品有限公司,食品工廠,肉及加工品,蘆洲區,正和街63巷24號1樓,1、2樓及夾層,20180417,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00073-1-GHP,38:27.3,24:27.6,NULL
A107080800254,74,專案,團體膳食衛生輔導計畫-工廠,元鯕股份有限公司,食品工廠,水產及加工品,中和區,連城路114號,,20180725,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00074-1-GHP,45:34.1,24:27.6,NULL
A107080800254,87,專案,團體膳食衛生輔導計畫-工廠,好神國際股份有限公司中和厰,食品工廠,其他食品製造業,中和區,建八路152巷3號1樓,,20180628,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00087-1-GHP,15:02.2,24:27.6,NULL
A107080800254,88,專案,團體膳食衛生輔導計畫-工廠,三仁肉鬆店,食品工廠,肉及加工品,五股區,登林路95之5號1、2樓,2、3樓,20180613,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00088-1-GHP,13:46.0,24:27.6,NULL
A107080800254,89,專案,團體膳食衛生輔導計畫-工廠,唯一行食業股份有限公司,食品工廠,肉及加工品,五股區,五權三路24號,,20180629,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00089-1-GHP,48:46.6,24:27.6,NULL
A107080800254,90,專案,團體膳食衛生輔導計畫-工廠,通記食品,其他一般食品製造業,肉及加工品,新莊區,化成路554巷2號,,20180620,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00090-1-GHP,51:46.2,24:27.6,NULL
A107080800254,91,專案,團體膳食衛生輔導計畫-工廠,鉦好家國際食品有限公司,食品工廠,肉及加工品,新莊區,中港二街120號,,20180620,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00091-1-GHP,52:16.4,24:27.6,NULL
A107080800254,92,專案,團體膳食衛生輔導計畫-工廠,榮騰農產股份有限公司,食品工廠,肉及加工品,三重區,光復路1段111之1號,,20180620,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00092-1-GHP,13:58.1,24:27.6,NULL
A107080800254,93,專案,團體膳食衛生輔導計畫-工廠,寶騰興業有限公司,食品工廠,肉及加工品,三重區,重新路5段613巷20號1樓,及22號,20180620,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00093-1-GHP,28:49.0,24:27.6,NULL
A107080800254,94,專案,團體膳食衛生輔導計畫-工廠,登峰食品有限公司,食品工廠,水產及加工品,淡水區,中正東路1段3巷37號8樓,、43號、45號,20180622,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00094-1-GHP,51:13.6,24:27.6,NULL
A107080800254,96,專案,團體膳食衛生輔導計畫-工廠,紅杉有限公司,食品工廠,肉及加工品,新店區,寶高路7巷4號1樓,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00096-1-GHP,37:15.0,24:27.6,NULL
A107080800254,97,專案,團體膳食衛生輔導計畫-工廠,英屬蓋曼群島商花蓮香股份有限公司台灣分公司新店廠,食品工廠,麵製品,新店區,寶中路95之3號3樓,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00097-1-GHP,47:25.8,24:27.6,NULL
A107080800254,98,專案,團體膳食衛生輔導計畫-工廠,大登食品有限公司,食品工廠,肉及加工品,新店區,寶橋路235巷16弄5號1樓,,20180612,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00098-1-GHP,31:39.0,24:27.6,NULL
A107080800254,99,專案,團體膳食衛生輔導計畫-工廠,橘焱國際事業股份有限公司,食品工廠,肉及加工品,新店區,中正路四維巷2巷5號2樓,,20180612,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00099-1-GHP,50:48.2,24:27.6,NULL
A107080800254,100,專案,團體膳食衛生輔導計畫-工廠,弘燁實業股份有限公司,食品工廠,肉及加工品,三重區,光復路2段90號,,20180606,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00100-1-GHP,37:30.3,24:27.6,NULL
A107080800254,101,專案,團體膳食衛生輔導計畫-工廠,龍佑國際企業有限公司,食品工廠,肉及加工品,土城區,裕民路200號,,20180606,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00101-1-GHP,52:36.0,24:27.6,NULL
A107080800254,102,專案,團體膳食衛生輔導計畫-工廠,章富昌食品有限公司,食品工廠,水產及加工品,三峽區,嘉添109之2號,,20180622,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00102-1-GHP,56:26.7,24:27.6,NULL
A107080800254,103,專案,團體膳食衛生輔導計畫-工廠,愛味香食品股份有限公司,食品工廠,肉及加工品,鶯歌區,中正三路491巷7號,,20180622,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00103-1-GHP,49:32.6,24:27.6,NULL
A107080800254,104,專案,團體膳食衛生輔導計畫-工廠,集宏企業有限公司,食品工廠,水產及加工品,八里區,博物館路131號,,20180619,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00104-1-GHP,18:29.2,24:27.6,NULL
A107080800254,105,專案,團體膳食衛生輔導計畫-工廠,味冠食品有限公司,食品工廠,水產及加工品,土城區,永豐路195巷7弄3號,,20180530,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00105-1-GHP,50:55.5,24:27.6,NULL
A107080800254,106,專案,團體膳食衛生輔導計畫-工廠,貴族世家企業股份有限公司,食品工廠,肉及加工品,土城區,中興路17號1-3樓,,20180614,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00106-1-GHP,51:56.4,24:27.6,NULL
A107080800254,107,專案,團體膳食衛生輔導計畫-工廠,冠睿有限公司,食品工廠,肉及加工品,土城區,慶樂街53號1、2樓,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00107-1-GHP,29:22.1,24:27.6,NULL
A107080800254,108,專案,團體膳食衛生輔導計畫-工廠,大堡口福食品有限公司,食品工廠,肉及加工品,土城區,永豐路195巷26號1樓,,20180611,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080800254-00108-1-GHP,53:31.8,24:27.6,NULL
A107080300130,3,配合FDA稽查,FDA-107食品專案-08國產維生素類錠狀膠囊狀食品工廠稽查專案,西德有機化學藥品股份有限公司五股二廠,食品工廠,錠狀膠囊食品,五股區,五工六路56號,2.3.4樓,20180918,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300130-00003-1-GHP,40:52.0,24:27.6,NULL
A107080300130,4,配合FDA稽查,FDA-107食品專案-08國產維生素類錠狀膠囊狀食品工廠稽查專案,穎創生技實業有限公司,其他一般食品製造業,錠狀膠囊食品,汐止區,康寧街169巷31號6樓之3,,20180911,食品現場稽查紀錄表(GHP),B1,不合格,A107080300130-00004-1-GHP,56:31.2,24:27.6,NULL
A107080300130,5,配合FDA稽查,FDA-107食品專案-08國產維生素類錠狀膠囊狀食品工廠稽查專案,園順科化有限公司,食品工廠,錠狀膠囊食品,汐止區,大同路3段196之1號6樓,,20180903,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080300130-00005-1-GHP,12:42.5,24:27.6,NULL
A107080300130,6,配合FDA稽查,FDA-107食品專案-08國產維生素類錠狀膠囊狀食品工廠稽查專案,穎祥國際有限公司,其他一般食品製造業,錠狀膠囊食品,汐止區,康寧街169巷31號,,20180918,食品現場稽查紀錄表(GHP),A2,複查合格,A107080300130-00006-1-GHP,40:52.4,24:27.6,NULL
A107080300130,9,配合FDA稽查,FDA-107食品專案-08國產維生素類錠狀膠囊狀食品工廠稽查專案,穎創生技實業有限公司,物流業,其他,汐止區,康寧街169巷31號6樓之3,,20180911,食品現場稽查紀錄表(GHP),D1,停、廢、歇業,A107080300130-00009-1-GHP,13:05.7,24:27.6,NULL
A107080600132,1,民眾檢舉,,無市招攤商,食品販賣業,傳統市場攤商,永和區,民享街10號,前,20180807,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600132-00001-1-GHP,49:23.5,24:27.6,NULL
A107080600134,1,調查及追蹤,,大潤發(中和店),食品販賣業,大賣場,中和區,中和路2段228號,B1.B2,20180805,食品現場稽查紀錄表(GHP),B1,不合格,A107080600134-00001-1-GHP,49:23.9,24:27.6,NULL
A107080600134,2,調查及追蹤,,大潤發(中和店),食品販賣業,大賣場,中和區,中和路2段228號,B1.B2,20180813,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107080600134-00002-1-GHP,49:24.2,24:27.6,NULL
A107080600156,1,民眾檢舉,,海霸王餐廳股份有限公司海山分公司,餐飲業,宴席餐廳(20桌以上),土城區,中央路1段22號,,20180807,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600156-00001-1-GHP,49:19.4,24:27.6,NULL
A107080600158,2,民眾檢舉,,金豐八寶冬粉,餐飲業,攤販業,汐止區,中正路83號,,20180808,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600158-00002-1-GHP,49:24.5,24:27.6,NULL
A107080600160,1,民眾檢舉,,咖啡走廊,餐飲業,一般餐廳,新店區,中央五街5號,及7號,20180807,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600160-00001-1-GHP,42:06.3,24:27.6,NULL
A107080600162,46,專案,107年度網購食品販賣物流輔導查核專案,千御國際有限公司,食品販賣業,其他,新莊區,豐年街豐一巷2號1樓,,20180626,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00046-1-GHP,55:06.9,24:27.6,NULL
A107080600162,50,專案,107年度網購食品販賣物流輔導查核專案,千御國際有限公司,食品販賣業,其他,新莊區,豐年街豐一巷2號1樓,,20180801,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00050-1-GHP,55:07.9,24:27.6,NULL
A107080600162,51,專案,107年度網購食品販賣物流輔導查核專案,食尚漫遊科技有限公司,食品販賣業,其他,板橋區,長安街331巷42號,,20180626,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00051-1-GHP,55:08.5,24:27.6,NULL
A107080600162,54,專案,107年度網購食品販賣物流輔導查核專案,昌成食品有限公司,食品販賣業,其他,板橋區,田單街10號1樓,,20180626,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00054-1-GHP,55:09.7,24:27.6,NULL
A107080600162,57,專案,107年度網購食品販賣物流輔導查核專案,台源國際股份有限公司,食品販賣業,其他,新莊區,五權一路3號8樓之7,,20180627,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00057-1-GHP,55:10.9,24:27.6,NULL
A107080600162,60,專案,107年度網購食品販賣物流輔導查核專案,新果國際農產物流有限公司,食品販賣業,其他,三重區,三民街157巷12號1樓,,20180627,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00060-1-GHP,55:12.2,24:27.6,NULL
A107080600162,63,專案,107年度網購食品販賣物流輔導查核專案,天禎祥企業社,食品販賣業,其他,五股區,新五路2段111巷10號,,20180627,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00063-1-GHP,55:13.4,24:27.6,NULL
A107080600162,66,專案,107年度網購食品販賣物流輔導查核專案,巧活食品科技股份有限公司,食品販賣業,其他,中和區,板南路671號11樓,,20180702,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00066-1-GHP,55:14.6,24:27.6,NULL
A107080600162,69,專案,107年度網購食品販賣物流輔導查核專案,昭晨廣告行銷有限公司,食品販賣業,其他,中和區,景平路42號10樓,,20180702,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00069-1-GHP,53:31.9,24:27.6,NULL
A107080600162,71,專案,107年度網購食品販賣物流輔導查核專案,台灣孩子王企業有限公司(市招:台灣孩子王景安店),食品販賣業,其他,中和區,景安路198號1樓,,20180702,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00071-1-GHP,53:32.8,24:27.6,NULL
A107080600162,74,專案,107年度網購食品販賣物流輔導查核專案,沁意國際有限公司,食品販賣業,其他,永和區,中山路1段311號3樓之3,,20180703,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00074-1-GHP,53:34.1,24:27.6,NULL
A107080600162,77,專案,107年度網購食品販賣物流輔導查核專案,沁意國際有限公司,食品販賣業,其他,永和區,中山路1段311號3樓之3,,20180731,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00077-1-GHP,53:35.1,24:27.6,NULL
A107080600162,78,專案,107年度網購食品販賣物流輔導查核專案,宇棠實業有限公司,食品販賣業,其他,三重區,光華路63號5樓,,20180703,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00078-1-GHP,53:35.7,24:27.6,NULL
A107080600162,81,專案,107年度網購食品販賣物流輔導查核專案,宇棠實業有限公司,食品販賣業,其他,三重區,光華路63號5樓,,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00081-1-GHP,53:36.7,24:27.6,NULL
A107080600162,82,專案,107年度網購食品販賣物流輔導查核專案,英記寰宇實業有限公司,食品販賣業,其他,板橋區,四川路1段97號4樓,,20180709,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00082-1-GHP,53:37.3,24:27.6,NULL
A107080600162,85,專案,107年度網購食品販賣物流輔導查核專案,紅頂興業有限公司,食品販賣業,其他,板橋區,民權路202巷7弄1號1樓,,20180709,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00085-1-GHP,53:38.5,24:27.6,NULL
A107080600162,88,專案,107年度網購食品販賣物流輔導查核專案,紅頂興業有限公司,食品販賣業,其他,板橋區,民權路202巷7弄1號1樓,,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00088-1-GHP,53:39.5,24:27.6,NULL
A107080600162,89,專案,107年度網購食品販賣物流輔導查核專案,仟豐國際行銷股份有限公司,食品販賣業,其他,汐止區,大同路3段437號3樓,,20180710,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00089-1-GHP,53:40.1,24:27.6,NULL
A107080600162,92,專案,107年度網購食品販賣物流輔導查核專案,波比元氣生活有限公司,食品販賣業,其他,汐止區,新台五路1段75號6樓之7,,20180710,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00092-1-GHP,53:41.3,24:27.6,NULL
A107080600162,95,專案,107年度網購食品販賣物流輔導查核專案,波比元氣生活有限公司,食品販賣業,其他,汐止區,新台五路1段75號6樓之7,,20180810,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00095-1-GHP,53:42.1,24:27.6,NULL
A107080600162,96,專案,107年度網購食品販賣物流輔導查核專案,元龍生技國際股份有限公司,食品販賣業,其他,汐止區,新台五路1段97號26樓之10,,20180710,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00096-1-GHP,53:42.7,24:27.6,NULL
A107080600162,99,專案,107年度網購食品販賣物流輔導查核專案,元龍生技國際股份有限公司,食品販賣業,其他,汐止區,新台五路1段97號26樓之10,,20180810,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00099-1-GHP,53:43.7,24:27.6,NULL
A107080600162,100,專案,107年度網購食品販賣物流輔導查核專案,泰德利股份有限公司,食品販賣業,其他,五股區,五工路149號5樓,,20180712,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00100-1-GHP,53:44.3,24:27.6,NULL
A107080600162,101,專案,107年度網購食品販賣物流輔導查核專案,新造科技股份有限公司,食品販賣業,其他,深坑區,北深路3段155巷1號4樓,,20180712,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00101-1-GHP,53:44.9,24:27.6,NULL
A107080600162,104,專案,107年度網購食品販賣物流輔導查核專案,邦達欣股份有限公司,食品販賣業,其他,汐止區,新台五路1段79號18樓之12,新北市汐止區新台五路1段79號18樓之12,20180712,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00104-1-GHP,53:46.2,24:27.6,NULL
A107080600162,105,專案,107年度網購食品販賣物流輔導查核專案,廣誠生物科技研發有限公司,食品販賣業,其他,汐止區,南陽街103之1號,,20180712,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00105-1-GHP,53:46.8,24:27.6,NULL
A107080600162,108,專案,107年度網購食品販賣物流輔導查核專案,好物有限公司,食品販賣業,其他,板橋區,大同街2號8樓,,20180713,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00108-1-GHP,53:48.1,24:27.6,NULL
A107080600162,111,專案,107年度網購食品販賣物流輔導查核專案,捷順企業股份有限公司,食品販賣業,其他,板橋區,雙十路2段10號3樓之1,,20180713,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00111-1-GHP,53:49.4,24:27.6,NULL
A107080600162,114,專案,107年度網購食品販賣物流輔導查核專案,得倫食品有限公司,食品販賣業,其他,新莊區,五權一路1之8號7樓之8,,20180716,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00114-1-GHP,53:50.7,24:27.6,NULL
A107080600162,117,專案,107年度網購食品販賣物流輔導查核專案,得倫食品有限公司,食品販賣業,其他,新莊區,五權一路1之8號7樓之8,,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00117-1-GHP,53:51.6,24:27.6,NULL
A107080600162,118,專案,107年度網購食品販賣物流輔導查核專案,康萊爾國際企業有限公司,食品販賣業,其他,中和區,中正路736號7樓之1,,20180716,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00118-1-GHP,53:52.3,24:27.6,NULL
A107080600162,121,專案,107年度網購食品販賣物流輔導查核專案,康萊爾國際企業有限公司,食品販賣業,其他,中和區,中正路736號7樓之1,,20180813,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00121-1-GHP,53:53.2,24:27.6,NULL
A107080600162,122,專案,107年度網購食品販賣物流輔導查核專案,元綱股份有限公司,食品販賣業,其他,新店區,中興路2段196號2樓,,20180717,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00122-1-GHP,53:53.9,24:27.6,NULL
A107080600162,125,專案,107年度網購食品販賣物流輔導查核專案,沃土商行有限公司,食品販賣業,其他,新店區,安康路1段230巷13之9號,,20180717,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00125-1-GHP,53:55.1,24:27.6,NULL
A107080600162,128,專案,107年度網購食品販賣物流輔導查核專案,沃土商行有限公司,食品販賣業,其他,新店區,安康路1段230巷13之9號,,20180810,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00128-1-GHP,53:56.1,24:27.6,NULL
A107080600162,129,專案,107年度網購食品販賣物流輔導查核專案,每日優果食品商行,食品販賣業,其他,板橋區,和平路10之1號3樓,,20180718,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00129-1-GHP,53:56.7,24:27.6,NULL
A107080600162,132,專案,107年度網購食品販賣物流輔導查核專案,永萍素料行,食品販賣業,其他,樹林區,樹新路219巷24號1樓,,20180718,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00132-1-GHP,53:58.0,24:27.6,NULL
A107080600162,135,專案,107年度網購食品販賣物流輔導查核專案,采洲有限公司,食品販賣業,其他,三重區,永福街46巷22弄5號1樓,,20180720,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00135-1-GHP,53:59.3,24:27.6,NULL
A107080600162,138,專案,107年度網購食品販賣物流輔導查核專案,采洲有限公司,食品販賣業,其他,三重區,永福街46巷22弄5號1樓,,20180803,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00138-1-GHP,54:00.3,24:27.6,NULL
A107080600162,139,專案,107年度網購食品販賣物流輔導查核專案,勤貿實業股份有限公司,食品販賣業,其他,汐止區,大安街56巷42號3樓,,20180723,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00139-1-GHP,54:00.9,24:27.6,NULL
A107080600162,142,專案,107年度網購食品販賣物流輔導查核專案,勤貿實業股份有限公司,食品販賣業,其他,汐止區,大安街56巷42號3樓,,20180813,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00142-1-GHP,54:01.9,24:27.6,NULL
A107080600162,143,專案,107年度網購食品販賣物流輔導查核專案,泰穩企業有限公司,食品販賣業,其他,三重區,光復路1段109之2號2樓,,20180723,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00143-1-GHP,54:02.5,24:27.6,NULL
A107080600162,146,專案,107年度網購食品販賣物流輔導查核專案,金都國際有限公司,食品販賣業,其他,中和區,民德路147號4樓,,20180724,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00146-1-GHP,54:03.8,24:27.6,NULL
A107080600162,149,專案,107年度網購食品販賣物流輔導查核專案,金都國際有限公司,食品販賣業,其他,中和區,民德路147號4樓,,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00149-1-GHP,54:04.8,24:27.6,NULL
A107080600162,150,專案,107年度網購食品販賣物流輔導查核專案,寬鴻食品科技有限公司,食品販賣業,其他,板橋區,重慶路89巷23號1樓,,20180724,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00150-1-GHP,54:05.4,24:27.6,NULL
A107080600162,153,專案,107年度網購食品販賣物流輔導查核專案,寬鴻食品科技有限公司,食品販賣業,其他,板橋區,重慶路89巷23號1樓,,20180808,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00153-1-GHP,54:06.3,24:27.6,NULL
A107080600162,154,專案,107年度網購食品販賣物流輔導查核專案,騰億國際有限公司,食品販賣業,其他,中和區,興南路1段34巷5之3號4樓,,20180726,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00154-1-GHP,55:43.2,24:27.6,NULL
A107080600162,157,專案,107年度網購食品販賣物流輔導查核專案,禮美實業有限公司,食品販賣業,其他,中和區,永和路205號1樓,,20180726,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00157-1-GHP,55:44.5,24:27.6,NULL
A107080600162,160,專案,107年度網購食品販賣物流輔導查核專案,祥欣有限公司,食品販賣業,其他,土城區,中央路1段267巷15號1樓,,20180730,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00160-1-GHP,55:45.8,24:27.6,NULL
A107080600162,163,專案,107年度網購食品販賣物流輔導查核專案,祥欣有限公司,食品販賣業,其他,土城區,中央路1段267巷15號1樓,,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00163-1-GHP,55:46.8,24:27.6,NULL
A107080600162,164,專案,107年度網購食品販賣物流輔導查核專案,活力穀生技有限公司,食品販賣業,其他,土城區,金城路3段33巷24號1樓,,20180730,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600162-00164-1-GHP,55:47.4,24:27.6,NULL
A107080600162,167,專案,107年度網購食品販賣物流輔導查核專案,活力穀生技有限公司,食品販賣業,其他,土城區,金城路3段33巷24號1樓,,20180806,食品現場稽查紀錄表(GHP),A1,合格,A107080600162-00167-1-GHP,55:48.4,24:27.6,NULL
A107080600164,1,民眾檢舉,,韓瑞亭,餐飲業,一般餐廳,汐止區,湖前街110巷97弄24號B3樓,,20180807,食品現場稽查紀錄表(GHP),A3,輔導改善,A107080600164-00001-1-GHP,49:20.0,24:27.6,NULL
A107080600165,1,民眾檢舉,,麥味登淡水中山北路店,餐飲業,一般餐廳,淡水區,中山北路1段115號,,20180807,食品現場稽查紀錄表(GHP),B1,不合格,A107080600165-00001-1-GHP,49:21.0,24:27.6,NULL
A107080600165,2,民眾檢舉,,麥味登淡水中山北路店,餐飲業,一般餐廳,淡水區,中山北路1段115號1樓,,20180821,食品現場稽查紀錄表(GHP),A2,複查合格,A107080600165-00002-1-GHP,55:25.5,24:27.6,NULL
A107080600166,1,民眾檢舉,,剉冰女王,餐飲業,攤販業,汐止區,水源路1段,觀光夜市82號攤,20180807,食品現場稽查紀錄表(GHP),A1,合格,A107080600166-00001-1-GHP,49:21.8,24:27.6,NULL
A107080600168,1,民眾檢舉,,竹圍永和豆漿,餐飲業,一般餐廳,淡水區,民生路12號,,20180807,食品現場稽查紀錄表(GHP),B1,不合格,A107080600168-00001-1-GHP,49:22.2,24:27.6,NULL
A107080600168,2,民眾檢舉,,竹圍永和豆漿,餐飲業,一般餐廳,淡水區,民生路12號,,20180821,食品現場稽查紀錄表(GHP),A2,複查合格,A107080600168-00002-1-GHP,55:25.8,24:27.6,NULL
A107080600170,1,民眾檢舉,,新生豆腐店,地下工廠,其他豆製品,淡水區,新生街20之6號,,20180808,食品現場稽查紀錄表(GHP),B1,不合格,A107080600170-00001-1-GHP,49:53.9,24:27.6,NULL
A107080600170,2,民眾檢舉,,新生豆腐店,地下工廠,其他豆製品,淡水區,新生街20之6號,,20180821,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107080600170-00002-1-GHP,27:40.6,24:27.6,NULL
A107080600171,1,民眾檢舉,,阿嘉師烘焙坊,其他一般食品製造業,烘焙食品,三重區,自強路3段19號,,20180809,食品現場稽查紀錄表(GHP),B1,不合格,A107080600171-00001-1-GHP,55:26.5,24:27.6,NULL
